poemId,emotion,le_prob,ai_prob,xi_prob,nu/hao_prob,si_prob
2442,哀,0.0058,0.5884,0.0762,0.3403,0.1899
2443,哀,0.0003,0.9994,0.0001,0.2328,0.0
2444,乐,0.9699,0.0283,0.0006,0.0192,0.0256
2445,哀,0.0043,0.5257,0.2452,0.0081,0.0624
2446,哀,0.0939,0.7046,0.0114,0.002,0.0148
2447,哀,0.0096,0.9995,0.0001,0.0013,0.096
2448,"哀, 怒/豪",0.0034,0.9886,0.0027,0.5474,0.0294
2449,哀,0.0348,0.5743,0.0765,0.0227,0.113
2450,哀,0.0538,0.6388,0.002,0.172,0.3026
2451,乐,0.8492,0.0076,0.002,0.0117,0.2348
2452,"乐, 喜",0.5627,0.1979,0.7468,0.0180,0.1198
2453,思,0.4863,0.2222,0.3169,0.0136,0.5124
2454,乐,0.4255,0.2222,0.2364,0.0239,0.1008
2455,思,0.0271,0.1402,0.1792,0.0025,0.4569
2456,思,0.1554,0.1336,0.02,0.2478,0.4483
2457,"哀, 思",0.0053,0.9712,0.0330,0.3135,0.5041
2458,哀,0.003,0.9925,0.0068,0.0247,0.3109
2459,思,0.1097,0.1034,0.0082,0.0141,0.986
2460,哀,0.3588,0.4949,0.0068,0.002,0.2246
2461,哀,0.1678,0.7343,0.0061,0.0041,0.0234
2462,哀,0.0076,0.9986,0.0006,0.0008,0.049
2463,思,0.3203,0.041,0.0846,0.0117,0.3682
2464,"哀, 思",0.0125,0.5822,0.0089,0.0012,0.9707
2465,"乐, 哀",0.7948,0.6488,0.0064,0.0050,0.3887
2466,"怒/豪, 思",0.0077,0.0128,0.0051,0.6917,0.7796
2467,思,0.0099,0.0197,0.0104,0.0005,0.9903
2468,乐,0.943,0.044,0.1399,0.0162,0.0068
2469,乐,0.7374,0.0351,0.4156,0.0017,0.011
2470,乐,0.8996,0.0068,0.0128,0.0016,0.4081
2471,哀,0.0267,0.9915,0.0013,0.0041,0.0423
2472,乐,0.5923,0.115,0.3666,0.0645,0.0295
2473,哀,0.2577,0.7353,0.0759,0.0001,0.2855
2474,思,0.0699,0.041,0.0018,0.0055,0.6361
2475,思,0.0201,0.2673,0.0295,0.0076,0.6898
2476,哀,0.0114,0.917,0.0307,0.0256,0.295
2477,乐,0.5633,0.1262,0.0324,0.0045,0.1947
2478,"乐, 思",0.9690,0.0010,0.0781,0.0165,0.5621
2479,"哀, 怒/豪",0.0020,0.5862,0.0054,0.9402,0.1951
2480,乐,0.571,0.1063,0.2871,0.0018,0.1861
2481,思,0.02,0.2671,0.0341,0.002,0.9463
2482,乐,0.4902,0.1145,0.0125,0.1283,0.1152
2483,"乐, 哀",0.7836,0.7236,0.0017,0.0016,0.0159
2484,哀,0.0749,0.9375,0.0035,0.0425,0.0285
2485,"乐, 哀",0.8248,0.7303,0.0360,0.0009,0.0039
2486,哀,0.0063,0.982,0.0011,0.0159,0.0994
2487,"哀, 思",0.0342,0.7924,0.0102,0.3544,0.5178
2488,思,0.0313,0.3488,0.0141,0.0162,0.8909
2489,哀,0.3158,0.4349,0.3037,0.0881,0.1492
2490,哀,0.3249,0.5904,0.0873,0.0003,0.1875
2491,乐,0.5162,0.3341,0.0694,0.0232,0.0634
2492,乐,0.5467,0.0894,0.1437,0.0236,0.1996
2493,思,0.0087,0.041,0.0162,0.4645,0.8583
2494,"哀, 思",0.0224,0.8677,0.0025,0.0003,0.5176
2495,"哀, 思",0.0326,0.9442,0.0003,0.0024,0.7044
2496,思,0.2408,0.0363,0.0902,0.0053,0.6416
2497,思,0.1017,0.0593,0.3016,0.0164,0.6406
2498,哀,0.0844,0.8472,0.0118,0.419,0.0
2499,乐,0.3695,0.2448,0.0027,0.006,0.2137
2500,哀,0.131,0.7089,0.0139,0.0103,0.3683
2501,哀,0.1187,0.9917,0.0001,0.0005,0.1009
2502,"哀, 怒/豪",0.0255,0.5296,0.0014,0.7946,0.2353
2503,哀,0.1725,0.4455,0.0043,0.1438,0.0895
2504,哀,0.0941,0.9529,0.0006,0.2013,0.0072
2505,思,0.3379,0.018,0.0263,0.0007,0.757
2506,哀,0.0277,0.8927,0.0089,0.0015,0.4542
2507,"哀, 思",0.0114,0.9632,0.0052,0.0002,0.7308
2508,怒/豪,0.0032,0.0192,0.0374,0.9585,0.2545
2509,乐,0.8805,0.0346,0.4441,0.1111,0.0143
2510,乐,0.8551,0.0828,0.0012,0.0013,0.0854
2511,哀,0.3831,0.7798,0.0029,0.0264,0.041
2512,哀,0.0416,0.5889,0.0195,0.3811,0.1877
2513,思,0.4138,0.0398,0.269,0.076,0.4455
2514,思,0.0383,0.22,0.0213,0.0156,0.8633
2515,哀,0.0095,0.9927,0.0002,0.0015,0.0961
2516,哀,0.1781,0.6328,0.0002,0.0376,0.0573
2517,哀,0.2405,0.9701,0.0025,0.0336,0.0394
2518,哀,0.0016,0.9996,0.0004,0.0115,0.0266
2519,思,0.1569,0.0047,0.0069,0.0008,0.9972
2520,"乐, 思",0.5180,0.0044,0.0242,0.0223,0.9481
2521,乐,0.9614,0.0569,0.0057,0.0016,0.2332
2522,哀,0.1907,0.8954,0.0526,0.0155,0.1002
2523,哀,0.0453,0.9977,0.0016,0.0108,0.3307
2524,思,0.2278,0.2825,0.0103,0.0027,0.5248
2525,哀,0.0474,0.9273,0.0028,0.1693,0.1217
2526,怒/豪,0.0511,0.4727,0.01,0.559,0.0809
2527,思,0.0597,0.0038,0.0041,0.0206,0.9775
2528,"乐, 哀",0.5448,0.8874,0.0001,0.0126,0.0016
2529,"哀, 怒/豪",0.3894,0.7852,0.0677,0.7247,0.4743
2530,哀,0.0973,0.7351,0.01,0.0029,0.0214
2531,哀,0.1189,0.8762,0.0055,0.0003,0.1568
2532,哀,0.064,0.2518,0.0469,0.0037,0.1709
2533,"哀, 思",0.0134,0.9985,0.0016,0.0008,0.5537
2534,喜,0.1102,0.1474,0.7599,0.0053,0.2609
2535,哀,0.1542,0.7686,0.1027,0.0007,0.3305
2536,哀,0.0717,0.6912,0.0176,0.0137,0.3559
2537,乐,0.7114,0.2565,0.0149,0.0052,0.1408
2538,喜,0.4192,0.0042,0.9188,0.0036,0.0631
2539,乐,0.5855,0.1897,0.0307,0.0264,0.3017
2540,哀,0.0042,0.7898,0.0649,0.0052,0.154
2541,喜,0.0214,0.253,0.2771,0.2223,0.0161
2542,哀,0.0037,0.9872,0.0011,0.0281,0.0071
2543,哀,0.0486,0.9773,0.0002,0.0002,0.2519
2544,哀,0.0015,0.9989,0.0018,0.0045,0.2812
2545,哀,0.011,0.992,0.005,0.172,0.31
2546,哀,0.1935,0.885,0.0001,0.0001,0.0151
2547,乐,0.4878,0.459,0.0478,0.0083,0.4106
2548,"哀, 思",0.0092,0.8706,0.0377,0.0000,0.5533
2549,哀,0.0295,0.9918,0.0217,0.1681,0.0079
2550,乐,0.5098,0.1067,0.0129,0.0072,0.3
2551,"哀, 思",0.0186,0.9941,0.0007,0.0021,0.5075
2552,"乐, 思",0.5687,0.0017,0.4443,0.0347,0.8543
2553,哀,0.082,0.633,0.0033,0.0106,0.334
2554,"哀, 思",0.0176,0.9795,0.0066,0.0106,0.5947
2555,哀,0.0484,0.9812,0.0234,0.0007,0.2247
2556,思,0.1021,0.1643,0.0748,0.0039,0.994
2557,喜,0.1038,0.2706,0.4832,0.0306,0.0149
2558,乐,0.8796,0.1161,0.0475,0.0018,0.1398
2559,哀,0.0879,0.7759,0.0034,0.3002,0.012
2560,"哀, 思",0.0151,0.8797,0.0153,0.0004,0.7744
2561,哀,0.0545,0.3776,0.0815,0.0385,0.2773
2562,乐,0.6573,0.0138,0.0123,0.1696,0.0493
2563,乐,0.7327,0.0527,0.1368,0.0047,0.1087
2564,"哀, 思",0.0567,0.6936,0.0610,0.1286,0.7019
2565,思,0.3611,0.0465,0.2627,0.0296,0.4612
2566,哀,0.0562,0.6211,0.0004,0.0472,0.4161
2567,乐,0.6112,0.0314,0.2617,0.0083,0.1505
2568,思,0.2714,0.2634,0.1109,0.0055,0.6051
2569,乐,0.9462,0.006,0.2002,0.0078,0.0117
2570,思,0.1169,0.0138,0.1286,0.0026,0.6562
2571,思,0.0547,0.0929,0.1687,0.0372,0.764
2572,哀,0.2679,0.602,0.0063,0.1808,0.1801
2573,"哀, 思",0.0078,0.6568,0.0029,0.0002,0.9258
2574,"乐, 喜",0.9791,0.0118,0.5431,0.0028,0.0075
2575,哀,0.0317,0.8698,0.0083,0.3287,0.0114
2576,哀,0.1616,0.8686,0.0842,0.0015,0.0674
2577,思,0.2827,0.0493,0.1094,0.0013,0.6737
2578,乐,0.9232,0.0099,0.2053,0.0397,0.0071
2579,乐,0.9727,0.0486,0.1142,0.0013,0.0679
2580,喜,0.1556,0.1137,0.4343,0.2399,0.0191
2581,怒/豪,0.2587,0.0421,0.0013,0.5332,0.2331
2582,乐,0.6659,0.0037,0.0812,0.0038,0.2935
2583,思,0.1757,0.401,0.0033,0.0038,0.9092
2584,思,0.415,0.0179,0.0941,0.0046,0.7941
2585,"哀, 怒/豪",0.0135,0.8127,0.0284,0.8527,0.0782
2586,乐,0.651,0.0131,0.0714,0.3222,0.0647
2587,"乐, 喜",0.7066,0.0706,0.8087,0.0027,0.0129
2588,"哀, 思",0.0693,0.7177,0.0128,0.0030,0.7007
2589,乐,0.3866,0.1678,0.2986,0.0054,0.0438
2590,哀,0.0784,0.5542,0.0588,0.0006,0.226
2591,"哀, 思",0.0147,0.6816,0.0161,0.0078,0.7745
2592,乐,0.9188,0.0662,0.1332,0.079,0.0298
2593,哀,0.0148,0.9989,0.0003,0.0002,0.0079
2594,哀,0.0068,0.9907,0.0009,0.0029,0.0653
2595,乐,0.8974,0.0646,0.1306,0.0936,0.0476
2596,乐,0.7212,0.0042,0.0702,0.0152,0.1027
2597,哀,0.0082,0.9988,0.0012,0.1396,0.0
2598,哀,0.0554,0.9344,0.2832,0.0008,0.0346
2599,哀,0.0058,0.9879,0.0029,0.0033,0.2901
2600,哀,0.0283,0.9683,0.0047,0.0058,0.166
2601,哀,0.0516,0.9961,0.004,0.0012,0.0441
2602,哀,0.0004,0.999,0.0004,0.0278,0.2319
2603,哀,0.0032,0.9126,0.003,0.0078,0.4146
2604,哀,0.0015,0.9997,0.0011,0.004,0.3642
2605,哀,0.0304,0.9089,0.0003,0.2102,0.0
2606,哀,0.1217,0.9807,0.0003,0.1202,0.0376
2607,乐,0.8164,0.0161,0.0574,0.0009,0.3408
2608,"哀, 怒/豪",0.0109,0.7274,0.0113,0.5979,0.4087
2609,哀,0.0133,0.988,0.0008,0.033,0.0523
2610,思,0.0265,0.1592,0.0326,0.0147,0.9852
2611,哀,0.0003,0.999,0.0003,0.0004,0.0801
2612,"乐, 哀",0.5288,0.5823,0.0215,0.0019,0.3588
2613,哀,0.065,0.9922,0.0005,0.0015,0.0557
2614,哀,0.2717,0.954,0.0276,0.3544,0.3308
2615,哀,0.0055,0.9958,0.0047,0.0104,0.043
2616,哀,0.0843,0.9535,0.0024,0.001,0.1914
2617,"哀, 思",0.0177,0.9458,0.0020,0.0020,0.6473
2618,哀,0.0044,0.9993,0.0005,0.0002,0.0506
2619,哀,0.0206,0.7358,0.0002,0.0044,0.1584
2620,哀,0.2311,0.324,0.0104,0.0075,0.1646
2621,哀,0.0642,0.9386,0.0023,0.0015,0.0537
2622,哀,0.104,0.5635,0.0042,0.0071,0.43
2623,哀,0.0674,0.9403,0.0002,0.0014,0.114
2624,"哀, 思",0.0037,0.6065,0.0008,0.0026,0.6801
2625,思,0.3206,0.0205,0.0755,0.0082,0.9118
2626,哀,0.0063,0.9999,0.0002,0.0003,0.0517
2627,哀,0.1084,0.1994,0.0954,0.0072,0.1487
2628,哀,0.0039,0.9986,0.0003,0.0068,0.01
2629,哀,0.1377,0.6208,0.0167,0.0061,0.0753
2630,哀,0.0174,0.9931,0.001,0.0927,0.0181
2631,思,0.0103,0.4342,0.0033,0.0067,0.9846
2632,哀,0.0382,0.8876,0.0087,0.0032,0.077
2633,"哀, 思",0.0063,0.9485,0.0029,0.0015,0.6845
2634,哀,0.1978,0.7237,0.0179,0.1318,0.3498
2635,乐,0.9804,0.0007,0.4739,0.0022,0.0849
2636,思,0.1038,0.484,0.0027,0.024,0.7575
2637,哀,0.0227,0.7802,0.0778,0.0058,0.0438
2638,哀,0.0052,0.999,0.0004,0.0059,0.0178
2639,"哀, 思",0.0640,0.9581,0.0002,0.0002,0.9357
2640,哀,0.0407,0.9745,0.0046,0.018,0.0708
2641,思,0.1659,0.3548,0.0203,0.1644,0.4259
2642,喜,0.2863,0.0075,0.6699,0.0349,0.2381
2643,哀,0.0753,0.4059,0.003,0.0768,0.0253
2644,"乐, 哀",0.5930,0.6195,0.0014,0.0056,0.0840
2645,思,0.1079,0.1295,0.1687,0.0118,0.8039
2646,思,0.0658,0.0636,0.0106,0.0132,0.8926
2647,乐,0.6521,0.0538,0.2309,0.0053,0.2033
2648,哀,0.102,0.587,0.0012,0.0188,0.3041
2649,"乐, 思",0.7110,0.0444,0.0025,0.0119,0.5856
2650,思,0.0067,0.0996,0.0019,0.0047,0.8901
2651,思,0.009,0.4052,0.0256,0.0071,0.9454
2652,哀,0.106,0.9422,0.0014,0.0093,0.2939
2653,哀,0.0101,0.9886,0.001,0.0552,0.211
2654,"哀, 思",0.0007,0.8669,0.0019,0.1219,0.6293
2655,哀,0.0012,0.7938,0.0001,0.351,0.0692
2656,思,0.0324,0.0049,0.2114,0.1445,0.9623
2657,哀,0.0857,0.4166,0.06,0.0273,0.1219
2658,思,0.3136,0.0067,0.0264,0.0046,0.3375
2659,哀,0.0617,0.9308,0.0018,0.0043,0.0319
2660,"哀, 思",0.1547,0.6493,0.0004,0.0002,0.6482
2661,"怒/豪, 思",0.2470,0.2421,0.0761,0.8180,0.5725
2662,哀,0.0093,0.814,0.0007,0.0576,0.1118
2663,喜,0.1975,0.0178,0.9427,0.0173,0.0386
2664,怒/豪,0.1992,0.224,0.0555,0.3309,0.0847
2665,"乐, 喜",0.9012,0.0117,0.6427,0.2197,0.0202
2666,思,0.2478,0.2021,0.009,0.0104,0.3861
2667,"哀, 思",0.0254,0.5521,0.0024,0.0021,0.8341
2668,哀,0.0449,0.9864,0.0082,0.0004,0.0756
2669,"乐, 哀, 思",0.6018,0.8309,0.0005,0.0018,0.6412
2670,喜,0.0754,0.0035,0.7949,0.0054,0.2104
2671,哀,0.034,0.9579,0.0029,0.008,0.3069
2672,乐,0.7869,0.1649,0.2036,0.0048,0.0705
2673,"乐, 思",0.5432,0.0100,0.4192,0.0282,0.8750
2674,思,0.0357,0.0012,0.3555,0.0085,0.8233
2675,思,0.0254,0.2871,0.0214,0.2504,0.2944
2676,"喜, 思",0.4353,0.0182,0.6085,0.0969,0.5453
2677,思,0.0378,0.0239,0.0798,0.0015,0.9446
2678,哀,0.079,0.7705,0.0267,0.006,0.4805
2679,"哀, 思",0.0497,0.5448,0.0092,0.0225,0.7708
2680,哀,0.0231,0.8754,0.0458,0.011,0.4131
2681,"哀, 思",0.0503,0.5591,0.0267,0.0054,0.6132
2682,思,0.32,0.0071,0.1201,0.0972,0.4262
2683,思,0.2828,0.0125,0.0045,0.0037,0.7877
2684,"哀, 怒/豪, 思",0.0077,0.9738,0.0039,0.7644,0.6100
2685,思,0.2954,0.01,0.0111,0.0019,0.969
2686,哀,0.1135,0.5301,0.0016,0.0554,0.0649
2687,"哀, 思",0.0925,0.7774,0.0017,0.0372,0.6442
2688,思,0.0563,0.0649,0.4454,0.0323,0.9004
2689,思,0.1522,0.0219,0.0232,0.0141,0.9241
2690,哀,0.0261,0.9983,0.0008,0.0017,0.0661
2691,思,0.0335,0.4934,0.0756,0.0127,0.5207
2692,思,0.1918,0.0493,0.0738,0.0012,0.7167
2693,哀,0.0333,0.7575,0.0266,0.0027,0.0681
2694,乐,0.7163,0.0241,0.3094,0.0077,0.0064
2695,"哀, 思",0.4196,0.8146,0.0016,0.0152,0.5072
2696,思,0.0103,0.2487,0.0077,0.0436,0.3682
2697,怒/豪,0.0702,0.1668,0.0011,0.2969,0.29
2698,哀,0.0009,0.4147,0.0333,0.0114,0.1869
2699,"哀, 思",0.0352,0.7705,0.0026,0.0093,0.9604
2700,乐,0.5233,0.0183,0.0036,0.1156,0.3058
2701,思,0.0743,0.0852,0.0096,0.0151,0.5977
2702,思,0.3895,0.001,0.0041,0.0166,0.9452
2703,思,0.0004,0.0428,0.0077,0.0011,0.9048
2704,哀,0.0357,0.9737,0.0005,0.0171,0.2109
2705,怒/豪,0.1253,0.0353,0.0405,0.7955,0.1388
2706,思,0.0391,0.3396,0.0192,0.039,0.8325
2707,哀,0.1377,0.5895,0.0004,0.0488,0.0899
2708,怒/豪,0.1146,0.0238,0.0058,0.78,0.2474
2709,哀,0.0249,0.993,0.0004,0.0019,0.0129
2710,乐,0.494,0.0341,0.1203,0.033,0.3793
2711,乐,0.7964,0.2056,0.0003,0.0053,0.1551
2712,"哀, 思",0.0195,0.5392,0.0340,0.0130,0.9605
2713,哀,0.1569,0.8122,0.0353,0.0049,0.3528
2714,"乐, 喜",0.5764,0.0099,0.5342,0.0009,0.1027
2715,哀,0.0516,0.4701,0.0067,0.0005,0.2304
2716,哀,0.0542,0.9796,0.0118,0.0156,0.1128
2717,哀,0.0324,0.9923,0.0762,0.1485,0.0189
2718,"怒/豪, 思",0.0039,0.2977,0.0079,0.5249,0.8893
2719,思,0.1885,0.1966,0.0472,0.011,0.3263
2720,"哀, 怒/豪",0.1600,0.9351,0.0002,0.6505,0.0076
2721,哀,0.0044,0.9973,0.0017,0.0007,0.0851
2722,"乐, 喜",0.9154,0.0191,0.9166,0.0209,0.0244
2723,哀,0.1727,0.9792,0.0017,0.0021,0.0866
2724,哀,0.0778,0.5428,0.2575,0.3777,0.4115
2725,"乐, 思",0.6303,0.0282,0.0589,0.0030,0.5489
2726,哀,0.0545,0.84,0.0448,0.0285,0.0025
2727,乐,0.7424,0.007,0.0581,0.049,0.4858
2728,乐,0.9337,0.1783,0.0218,0.0125,0.0168
2729,哀,0.0104,0.6147,0.0007,0.1192,0.4129
2730,思,0.0161,0.0847,0.0007,0.0001,0.9708
2731,思,0.0486,0.2047,0.0073,0.3516,0.5555
2732,喜,0.0735,0.0035,0.5758,0.0871,0.2189
2733,喜,0.2133,0.2226,0.6309,0.0067,0.0598
2734,"乐, 喜",0.6201,0.0378,0.7255,0.0171,0.0263
2735,"哀, 思",0.0426,0.9812,0.0051,0.0007,0.5747
2736,哀,0.2411,0.768,0.1441,0.0696,0.0077
2737,乐,0.7551,0.0327,0.1382,0.0027,0.4125
2738,喜,0.1751,0.1083,0.5075,0.066,0.2069
2739,思,0.172,0.1459,0.0298,0.37,0.4738
2740,怒/豪,0.225,0.0989,0.0242,0.5393,0.0126
2741,哀,0.0004,0.9989,0.0012,0.4574,0.0
2742,思,0.0304,0.0063,0.0209,0.0102,0.9943
2743,喜,0.0385,0.0281,0.4823,0.0423,0.0415
2744,哀,0.0151,0.8608,0.0025,0.323,0.083
2745,思,0.0155,0.3969,0.4706,0.3838,0.8687
2746,"哀, 思",0.0244,0.6474,0.0846,0.0257,0.7715
2747,思,0.0481,0.0306,0.1256,0.2907,0.8024
2748,"哀, 思",0.0058,0.7049,0.0053,0.0008,0.9620
2749,"乐, 思",0.6970,0.0343,0.0404,0.0336,0.6300
2750,哀,0.0078,0.8989,0.0421,0.071,0.0473
2751,"乐, 怒/豪",0.6841,0.0872,0.0011,0.7869,0.0194
2752,思,0.0033,0.4115,0.1354,0.0372,0.6271
2753,哀,0.0044,0.9191,0.1692,0.0709,0.0288
2754,"哀, 怒/豪, 思",0.0002,0.9899,0.0129,0.5639,0.5553
2755,乐,0.7091,0.0152,0.0203,0.0254,0.2081
2756,思,0.0209,0.0933,0.0532,0.0043,0.9249
2757,乐,0.6426,0.0554,0.0457,0.0049,0.158
2758,"乐, 喜",0.6703,0.0304,0.9808,0.0147,0.0218
2759,思,0.0013,0.4222,0.0057,0.145,0.9097
2760,乐,0.5117,0.0047,0.1587,0.0097,0.0335
2761,喜,0.2965,0.0816,0.9595,0.007,0.4608
2762,思,0.0763,0.2051,0.0083,0.0057,0.6135
2763,哀,0.0118,0.9785,0.0009,0.0561,0.2529
2764,思,0.2629,0.4275,0.0027,0.0425,0.9677
2765,哀,0.0045,0.997,0.0001,0.2056,0.0
2766,思,0.0653,0.1389,0.0176,0.1262,0.7873
2767,乐,0.8706,0.1303,0.0002,0.0037,0.0565
2768,怒/豪,0.3151,0.0033,0.0016,0.5904,0.2153
2769,"哀, 思",0.0560,0.5983,0.0006,0.0010,0.5525
2770,哀,0.2351,0.5903,0.0002,0.0139,0.0162
2771,思,0.0817,0.0498,0.0128,0.0043,0.5832
2772,乐,0.6996,0.0132,0.0644,0.0032,0.3274
2773,"乐, 喜",0.8615,0.0131,0.5675,0.0184,0.0570
2774,"哀, 思",0.1180,0.5940,0.0102,0.0009,0.6311
2775,"哀, 思",0.0065,0.9599,0.0013,0.0333,0.8367
2776,"哀, 思",0.0113,0.8398,0.0139,0.0070,0.7536
2777,"哀, 思",0.0023,0.9812,0.0190,0.0021,0.6144
2778,"哀, 思",0.0133,0.7613,0.0307,0.0094,0.8767
2779,"哀, 思",0.0247,0.9492,0.0051,0.0097,0.9192
2780,"哀, 思",0.0011,0.9401,0.0020,0.0010,0.7140
2781,"哀, 思",0.0018,0.9752,0.0161,0.0014,0.7649
2782,思,0.0107,0.3956,0.0975,0.0007,0.9785
2783,"哀, 思",0.0049,0.6363,0.2621,0.0023,0.9803
2784,"哀, 思",0.0032,0.7399,0.0047,0.0024,0.9749
2785,思,0.0083,0.4447,0.0366,0.0025,0.9851
2786,思,0.1462,0.0202,0.0911,0.0248,0.6268
2787,哀,0.001,0.9529,0.0004,0.011,0.0683
2788,哀,0.0717,0.7193,0.0011,0.0369,0.0457
2789,乐,0.184,0.0901,0.0318,0.0696,0.051
2790,思,0.0693,0.0024,0.0224,0.0834,0.7649
2791,哀,0.0332,0.9591,0.0016,0.0084,0.2166
2792,思,0.1097,0.0024,0.0023,0.0002,0.9844
2793,思,0.1135,0.4129,0.0766,0.0251,0.4478
2794,思,0.1888,0.0107,0.0276,0.2635,0.2915
2795,哀,0.0247,0.9721,0.0022,0.0015,0.4379
2796,思,0.466,0.0055,0.0531,0.0063,0.9361
2797,思,0.0176,0.2436,0.1574,0.2236,0.6397
2798,哀,0.0129,0.9974,0.0002,0.0046,0.0068
2799,哀,0.0826,0.9562,0.0003,0.0092,0.1394
2800,乐,0.7244,0.0207,0.1419,0.1398,0.0688
2801,"哀, 思",0.0019,0.9903,0.0001,0.0103,0.9352
2802,哀,0.1686,0.4325,0.0285,0.0264,0.1395
2803,思,0.0218,0.1908,0.0021,0.0209,0.9064
2804,乐,0.4441,0.0063,0.2121,0.0006,0.2982
2805,思,0.0182,0.104,0.0132,0.1224,0.8447
2806,哀,0.0175,0.5959,0.0208,0.0215,0.058
2807,"哀, 思",0.0011,0.9983,0.0002,0.0008,0.8399
2808,哀,0.0217,0.9983,0.0001,0.0007,0.0332
2809,哀,0.0945,0.3161,0.0103,0.0033,0.059
2810,哀,0.0034,0.9893,0.004,0.0291,0.0805
2811,哀,0.0173,0.9732,0.0097,0.0026,0.1606
2812,思,0.1597,0.174,0.0543,0.0512,0.5517
2813,哀,0.0095,0.9133,0.0168,0.0665,0.2376
2814,"哀, 思",0.0007,0.7736,0.0007,0.0511,0.9700
2815,哀,0.2104,0.7539,0.0006,0.0008,0.1
2816,思,0.3669,0.1173,0.1611,0.0099,0.6156
2817,"乐, 哀, 怒/豪",0.6620,0.9363,0.0022,0.6713,0.4511
2818,哀,0.0816,0.6574,0.0013,0.159,0.0612
2819,喜,0.0109,0.0868,0.5142,0.0257,0.22
2820,"哀, 思",0.0074,0.8682,0.0011,0.0086,0.6493
2821,乐,0.6553,0.0214,0.0466,0.008,0.109
2822,怒/豪,0.0243,0.4087,0.0217,0.6311,0.0947
2823,思,0.1927,0.0397,0.0094,0.0076,0.9082
2824,"哀, 思",0.1191,0.8313,0.0123,0.0146,0.7384
2825,思,0.0592,0.3306,0.0064,0.0045,0.8237
2826,哀,0.0079,0.9976,0.0017,0.0722,0.0064
2827,哀,0.0029,0.9383,0.0004,0.1185,0.2682
2828,哀,0.0215,0.9934,0.0011,0.0048,0.0219
2829,思,0.2225,0.0927,0.002,0.0934,0.69
2830,思,0.2092,0.0038,0.0383,0.0016,0.9744
2831,哀,0.0268,0.9948,0.0024,0.0022,0.0379
2832,"乐, 思",0.6049,0.0030,0.0267,0.0020,0.8700
2833,思,0.0945,0.1047,0.0001,0.0003,0.9632
2834,"怒/豪, 思",0.0061,0.4023,0.0009,0.9823,0.5932
2835,"哀, 思",0.0333,0.6828,0.0017,0.0100,0.7431
2836,哀,0.1333,0.3548,0.0197,0.0066,0.1627
2837,思,0.0606,0.4019,0.0321,0.0104,0.6444
2838,哀,0.3499,0.555,0.0328,0.0285,0.0703
2839,乐,0.4543,0.4526,0.0882,0.0075,0.3497
2840,"哀, 思",0.0387,0.9485,0.0011,0.0738,0.7239
2841,思,0.0712,0.0067,0.0248,0.0017,0.9976
2842,哀,0.0704,0.2159,0.139,0.0467,0.1407
2843,乐,0.555,0.256,0.0003,0.0328,0.0945
2844,思,0.049,0.0083,0.0327,0.0492,0.9354
2845,思,0.4041,0.0311,0.0102,0.0732,0.495
2846,喜,0.1433,0.0308,0.8376,0.0357,0.2498
2847,"哀, 思",0.2549,0.9234,0.0023,0.0324,0.9084
2848,哀,0.0061,0.9969,0.0001,0.0002,0.03
2849,哀,0.007,0.8662,0.0012,0.0136,0.4071
2850,哀,0.0243,0.9773,0.0003,0.0002,0.3139
2851,哀,0.015,0.9992,0.0129,0.0077,0.0145
2852,哀,0.0059,0.6906,0.0005,0.3959,0.2291
2853,"哀, 思",0.0185,0.8780,0.0004,0.1452,0.9311
2854,"哀, 思",0.0125,0.7379,0.0116,0.1394,0.6326
2855,思,0.1729,0.064,0.0011,0.1377,0.5845
2856,乐,0.747,0.1829,0.0027,0.026,0.011
2857,思,0.0135,0.3356,0.0141,0.009,0.9741
2858,哀,0.02,0.9986,0.0001,0.0032,0.1094
2859,"哀, 怒/豪",0.0121,0.7531,0.0030,0.6934,0.1329
2860,哀,0.0946,0.9989,0.0003,0.0059,0.0266
2861,乐,0.4396,0.061,0.0045,0.0137,0.2582
2862,思,0.012,0.0015,0.0008,0.0006,0.9976
2863,思,0.023,0.3889,0.0647,0.0157,0.902
2864,乐,0.9587,0.1723,0.001,0.0151,0.0201
2865,哀,0.0031,0.8037,0.0125,0.0328,0.2836
2866,思,0.0252,0.052,0.016,0.0968,0.6398
2867,怒/豪,0.0054,0.3936,0.0042,0.8011,0.164
2868,哀,0.0037,0.5238,0.0005,0.0058,0.3515
2869,思,0.0646,0.4654,0.0136,0.0026,0.7777
2870,"乐, 思",0.7082,0.0682,0.0009,0.0003,0.6487
2871,哀,0.0006,0.9985,0.0001,0.0001,0.4543
2872,乐,0.965,0.0377,0.0341,0.0083,0.0093
2873,哀,0.0036,0.9959,0.0121,0.0208,0.241
2874,哀,0.0133,0.9693,0.0097,0.3418,0.2374
2875,"哀, 思",0.0281,0.6836,0.0167,0.1163,0.9872
2876,哀,0.0829,0.2696,0.0005,0.0714,0.0474
2877,乐,0.6822,0.1156,0.2457,0.0758,0.0355
2878,乐,0.2556,0.0837,0.029,0.0958,0.1809
2879,"喜, 思",0.0917,0.0348,0.5911,0.0059,0.8737
2880,思,0.1573,0.0807,0.0362,0.0007,0.2907
2881,哀,0.0164,0.9998,0.0008,0.0004,0.0139
2882,哀,0.3036,0.6296,0.0134,0.006,0.175
2883,思,0.015,0.3969,0.0095,0.0038,0.84
